Schedule,Paragraph,Description,H-S Extra,Specific_HS,Units_HS,Ad_Valorem_HS,Extra,Specific_Geneva,Units_Geneva,Ad_Valorem_Geneva,Specific_Annecy,Units_Annecy,Ad_Valorem_Annecy,Specific_Torquay,Units_Torquay,Ad_Valorem_Torquay
7,,Lingon or partridge berries,,,,,,0.375,1,,,,,0.375,1,
7,,"Loganberries and raspberries, if entered during the period from July 1 to August 31, inclusive, in any year",,,,,,0.5,1,,,,,0.5,1,
7,,"Strawberries, if entered during the period from June 15 to September 15, inclusive, in any year",,,,,,0.5,1,,,,,0.5,1,
7,,Other,,,,,,0.75,1,,,,,0.75,1,
7,,"Prepared or preserved, or frozen, and nspf: Blueberries",,,,,,,,10,,,,,,8.75
7,,Other,,,,,,,,14,,,,,,14
7,737.1,"Cherries: In their natural state, not in air-tight or water-tight containers",,,,,,0.5,1,,,,,0.5,1,
7,737.3,In brine or sulphured: With pits,,,,,,,,,5.5,1,,5.5,1,
7,,With pits removed,,,,,,,,,9.5,1,,9.5,1,
7,737.4,"Maraschino, candied, crystallized, or glace, or prepared or preserved in any manner",,,,,,7,1,10,,,,7,1,10
7,738,Cider,,,,,,3,2,,,,,3,2,
7,,Vinegar: Malt vinegar,,,,,,2,38,,,,,2,38,
7,,Other,,,,,,,,,4,38,,4,38,
7,739,"Citrons or citron peel, candied, crystaliized, or glace, or otherwise prepared or preserved",,,,,,0.5,1,,,,,4,1,
7,,"Lemon peel: Crude, dried, or in brine",,,,,,,,,1.5,1,,1.5,1,
7,,"Candied, crystallized, or glace, or otherwise prepared or preserved",,,,,,,,,6,1,,6,1,
7,,"Orange peel: Crude, dried, or in brine",,,,,,,,,1,1,,1,1,
7,,"Candied, crystallized, or glace, or otherwise prepared or preserved",,,,,,,,,4,1,,4,1,
7,740,"Figs: Fresh, dried, or in brine",,,,,,,,,3,1,,2.5,1,
7,,"Prepared or preserved, nspf",,,,,,,,,,,20,,,20
7,742,"Currants, Zante or other",,,,,,,,,1,1,,1,1,
7,,"Grapes in bulk, barrels, crates, or other packages: Hothouse",,,,,"of such bulk or the capacity of the packages, ac­cording as im­ported ",12.5,10,,,,,12.5,10,
7,,"Other: If entered during the period from February 15 to June 30, inclusive, in any year",,,,,"of such bulk or the capacity of the packages, according as im­ported ",6.25,10,,,,,6.25,10,
7,,"If entered during the period from July 1, in any year, to the following February 14, inclusive",,,,,"of such bulk or the capacity of the packages, according as imported",17.5,10,,,,,12.5,10,
7,,Raisins made from seedless grapes: Sultana,,,,,,,,,,,,1,1,
7,,Other,,,,,,,,,,,,1.5,1,
7,743,Lemons,,,,,NOTE: The United States reserves the right to increase the rate to 2-1/2 cents per pound on lemons which are entered in any calendar year in excess of an aggregate quantity by weight equal to 5% of the production of lem­ons in the United States during the preceding calendar year,,,,1.25,1,,1.25,1,
7,744,"Olives: In brine, not green in color, not pitted or stuffed, and not packed in air-tight containers of glass, metal, or glass and metal: Ripe",,,,,"The provision for green olives negotiated at Annecy is omitted because of a controlling judicial decision (C.A.D. 442) that olives in brine are classifiable as ""green"" only if they are green in color.",,,,15,2,,15,2,
7,,Dried ripe,,,,,,,,,2.5,1,,2.5,1,
7,,Nspf,,,,,,,,,2.5,1,,2.5,1,
7,745,"Peaches: Green, ripe, or in brine: If entered during the period from June 1 to November 3O, inclusive, in any year",,,,,,0.5,1,,,,,0.5,1,
7,,Other,,,,,,0.25,1,,,,,0.25,1,
7,,"Prepared or preserved, and nspf",,,,,,,,,,,,,,20
7,746,Mangoes,,,,,,,,,3.75,1,,3.75,1,
7,747,"Pineapples: Candied, crystallized, or glace",,,,,,,,,,,17.5,,,17.5
7,,"Prepared or preserved, and nspf",,,,,,0.75,1,,,,,0.75,1,
7,749,"Pears, prepared or preserved, and nspf",,,,,,,,20,,,,,,20
7,750,Avocados or avocado pears,,,,,,7.5,1,,,,,7.5,1,
7,751,"Fruit butters, jams, jellies, and marmalades: Cashew apple (anacardium occidentale), currant and other berry (except jellies), guava (except jelly and marmalade), mamey colorado (calocarpum mammosum), mango, papaya, pineapple, sapodilla (sapota achras), soursop (annona muricata), and sweetsop (annona squamosa); all the foregoing",,,,,,,,,,,10,,,10
7,,Currant and other berry jellies,,,,,,,,10,,,,,,10
7,,Guava jelly and guava marmalade,,,,,,,,10,,,,,,10
7,,Orange marmalade,,,,,,,,16,,,,,,16
7,752,Fruit pastes and fruit pulps: Guava and mango,,,,,"Annecy: Mango seperated, 14% ad val",,,,,,8.75,,,14
7,,Other,,,,,,,,17.5,,,,,,17.5
7,,"Fruits, candied, crystallized, or glace, nspf",,,,,,,,15,,,,,,12.5
7,,"Fruits dried, desiccated, evaporated, in brine, pickled, or otherwise prepared or preserved, and nspf: Bananas: Dried, desiccated, or evaporated",,,,,,,,9,,,,,,9
7,,Other,,,,,,,,17.5,,,,,,17.5
7,,"Guavas: Dried, desiccated, evaporated, in brine, or pickled",,,,,,,,,,,,,,17.5
7,,Other,,,,,,,,,,,,,,8.75
7,,"Cashew apples (anacardium occidentale), mameyes colorados (calocarpum mammosum), papayas, plantains, sapodillas (sapota achras), soursops (annona muricata), and sweetsops (anon squamose); all the foregoing",,,,,,,,,,,,,,17.5
7,752,"Fruits in their natural state, nspf: Cantaloups, if entered during the period from August 1 to September 15, inclusive, in any year",,,,,,,,25,,,,,,20
7,,"Melons (except cantaloups and watermelons), if entered during the period from December 1, in any year, to the following May 31, inclusive",,,,,,,,17.5,,,,,,17.5
7,,Fruits other than melons,,,,,,,,17.5,,,,,,17.5
7,,"Mixtures of two or more fruits, prepared or preserved",,,,,,,,,,,,,,17.5
7,753,Crocus corms,,,,,,,,,,,,50,15,
7,,Hyacinth bulbs and tulip bulbs,,,,,,3,39,,,,,2,39,
7,,Lily bulbs,,,,,,,,,,,,4.5,39,
7,,Lily of the valley pips and narcissus bulbs,,,,,,5,39,,,,,3,39,
7,,"Other bulbs, clumps, corms, herbaceous perennials, roots, rootstocks, and tubers, imported for horticultural purposes",,,,,,,,10,,,,,,7.5
7,,"Cut flowers, fresh, dried, prepared, or preserved",,,,,Geneva: Orchids --- 25% ad val,,,12.5,,,,,,12.5
7,754,"Cuttings and seedlings of brier, Manetti, multiflora, rugosa, and other rose stock; all the foregoing not over 3 years old",,,,,,1,39,,,,,0.5,39,
7,,"Rose plants, budded, grafted, or grown on their own roots",,,,,,2,19,,,,,2,19,
7,,"Cuttings, budded or grafted plants, and seedlings of other deciduous or ever­green ornamental shrubs, trees, or vines, and all nursery or greenhouse stock, nspf: Orchid plants",,,,,,,,,,,,,,7.5
7,,Other,,,,,,,,,,,,,,12.5
7,755,"Cuttings, layers, and seedlings of apple, cherry, pear, plum, quince, and other fruit stocks",,,,,,2,39,,,,,2,39,
7,,"Budded or grafted fruit trees, and cuttings and seedlings of currants, gooseberries, grapes, or other fruit bushes, plants, or vines",,,,,,,,12.5,,,,,,12.5
7,756,"Chestnuts (including marrons), candied, crystallized, or glace, or prepared or preserved in any manner",,,,,,8,1,,,,,6.25,1,
7,757,Cream or Brazil nuts: Not shelled,,,,,,0.375,1,,,,,0.375,1,
7,,Shelled,,,,,,0.125,1,,,,,1.125,1,
7,,Filberts: Not shelled,,,,,,,,,5,1,,5,1,
7,,Shelled,,,,,,,,,,,,8,1,
7,758,Coconuts,,,,,,,,,,,,0.125,19,
7,,"Coconut meat, shredded and desiccated, or similarly prepared",,,,,,,,,,,,1.75,1,
7,760,"Walnuts of all kinds, blanched, roasted, prepared, or preserved (except walnut paste)",,,,,,7.5,1,,,,,7.5,1,
7,,"Provided, That such walnuts imported in any calendar year after there has been entered in that year an aggre­gate of 5,000,000 pounds of such walnuts and shelled walnuts shall be dutiable at",,,,,,15,1,,,,,15,1,
7,761,"Cashew nuts, shelled or unshelled",,,,,"Geneva: Edible nuts, pickled, or otherwise prepared or preserved, and nspf---17.5 ad val.",1.5,1,,,,,1.5,1,
7,,Pignolia nuts: Not shelled,,,,,,,,,1.25,1,,1.25,1,
7,,Shelled,,,,,,,,,2.5,1,,2.5,1,
7,,Pistache nuts: Not shelled,,,,,,0.625,1,,,,,0.625,1,
7,,Shelled,,,,,,1.25,1,,,,,1.25,1,
7,762,Castor beans,,,,,,0.25,1,,,,,0.25,1,
7,,Poppy seed,,,,,,8,14,,,,,8,14,
7,,Sunflower seed,,,,,Geneva: Aprioot and peach kernels----1.5 cents per lb; soy beans---- 1 cents per lb,,,,,,,1,1,
7,763,Grass seeds and other forage crop seeds: Alfalfa,,,,,,2,1,,,,,2,1,
7,,Bent-grass (genus agrostis),,,,,,,,,,,,15,1,
7,,Bluegrass: Kentucky,,,,,,15,1,,,,,1.25,1,
7,,Other,,,,,,2,1,,,,,2,1,
7,,Clover: Alsike,,,,,,2,1,,,,,2,1,
7,,Crimson,,,,,,1,1,,,,,1,1,
7,,Red,,,,,,2,1,,,,,2,1,
7,,Sweet,,,,,,1,1,,,,,1,1,
7,,White and ladino,,,,,,4,1,,,,,4,1,
7,,Nspf,,,,,,1,1,,,,,2,1,
7,,Millet,,,,,,0.5,1,,,,,0.5,1,
7,763,Grass seeds etc (con.): Orchard grass,,,,,,,,,2.5,1,,2.5,1,
7,,Rye grass,,,,,,1.5,1,,,,,1.5,1,
7,,Tall oat,,,,,,,,,2.5,1,,2.5,1,
7,,Timothy,,,,,,0.5,1,,,,,0.5,1,
7,,"Vetch, other than hairy vetch",,,,,,,,,,,,1,1,
7,,Nspf,,,,,,,,,,,,1,1,
7,764,Other garden and field seeds: Beet (except sugar beet),,,,,,2,1,,,,,1.5,1,
7,,Cabbage,,,,,,5,1,,,,,3,1,
7,,Canary,,,,,,,,,,,,0.25,1,
7,,Carrot,,,,,,5,1,,,,,1.5,1,
7,,Cauliflower,,,,,,25,1,,,,,12.5,1,
7,,Celery,,,,,,1,1,,,,,1,1,
7,,Flower,,,,,,,,,,,,1.5,1,
7,,Kale,,,,,,2,1,,,,,1.5,1,
7,,Kohlrabi,,,,,,5,1,,,,,4,1,
7,,Mangelwurzel,,,,,,1,1,,,,,1,1,
7,,Parsley,,,,,,2,1,,,,,1,1,
7,,Parsnip,,,,,,3,1,,,,,2,1,
7,,Pepper,,,,,,10,1,,7.5,1,,7.5,1,
7,,Radish,,,,,,2,1,,,,,1.5,1,
7,,Rutabaga,,,,,,2,1,,,,,1.5,1,
7,,Spinach,,,,,,0.5,1,,,,,0.25,1,
7,,Tree and shrub,,,,,,3,1,,,,,3,1,
7,,Turnip,,,,,,2,1,,,,,1.5,1,
7,,Nspf: Niger,,,,,,1.5,1,,,,,1.5,1,
7,,Sesbania,,,,,,,,,,,,2,1,
7,,Other,,,,,,2,1,,,,,1.5,1,
7,765,"Beans, nspf: Dried, if entered for consumption during the period from May 1 to August 31, inclusive, in any year: Red kidney",,,,,,2,1,,,,,2,1,
7,,Other,,,,,,1.5,1,,,,,1.5,1,
7,,In brine,,,,,,1.5,1,,,,,1.5,1,
7,,"Black-eye cowpeas, dried or in brine",,,,,,,,,0.75,1,,0.75,1,
7,766,"Beets, other than sugar beets",,,,,,,,10,,,,,,5
7,767,Lentils,,,,,,0.25,1,,,,,0.25,1,
7,,Lupines,,,,,,,,,0.25,1,,0.25,1,
7,768,Mushrooms: Fresh,,,,,,5,1,25,,,,5,1,25
7,,"Prepared or preserved, other than dried",,,,,on drained weight,5,,15,,,,4,1,12.5
7,769,"Peas: Green or unripe: If entered during the period from July 1 to September 30, inclusive, in any year",,,,,,1,1,,,,,1,1,
7,,Other,,,,,,2,1,,,,,2,1,
7,,Dried,,,,,,0.875,1,,,,,0.875,1,
7,,Split,,,,,,1,1,,,,,1,1,
7,,Prepared or preserved in any manner,,,,,on en­tire contents of container ,1,1,,,,,1,1,
7,,"Chickpeas or garbanzos, prepared or preserved in any manner",,,,,on entire contents of container ,1,1,,,,,1,1,
7,770,Garlic,,,,,,0.75,1,,,,,0.75,1,
7,,Onions (except onion sets),,,,,,1.75,1,,1.75,1,,1.75,1,
7,,Onion sets,,,,,,,,,,,,1.25,1,
7,771,"White or Irish potatoes: Seed, certified by a responsible officer or agency of a foreign government in accordance with the official rules and regulations of that government to have been grown and approved especially for use as seed, in containers marked with the foreign government's official certified seed potato tags",,,,,,37.5,14,,,,,37.5,14,
7,,"Provided, That the quantity of such potatoes entitled to entry at such rate of duty shall not exceed 2,500,000 bushels of 60 pounds each in any 12-month period beginning on September 15 in any year, and any such potatoes not subject to that rate of duty shall be dutiable at",,,,,,75,14,,,,,75,14,
7,,Other,,,,,,37.5,14,,,,,37.5,14,
7,,"Provided, That the quantity of such other potatoes entitled to entry at such rate of duty shall not exceed 1,000,000 bushels of 60 pounds each in any 12-month period beginning on September 15 in any year, and any such potatoes not subject to that rate of duty shall be dutiable at",,,,,,75,14,,,,,75,14,
7,,"Provided further, That if for any calendar year the production of white or Irish potatoes, including seed potatoes, in the United States, according to the estimate made as of September 1 by the United States Department of Agri­culture, is less than 350,000,000 bushels of 60 pounds each, an additional quantity of such potatoes, other than certified seed potatoes, equal to the amount by which such estimated production is less than 350,000,000 bushels may be entered during the 12-month period beginning on September 15 of that year at",,,,,,75,14,,,,,37.5,14,
7,772,"Tomatoes in their natural state, if entered during the period from July 15 to August 31, inclusive, in any year",,,,,,1.5,1,,,,,1.5,1,
7,,"Tomatoes, prepared or preserved in any manner",,,,,,,,,,,25,,,25
7,773,Turnips and rutabagas,,,,,,6.25,14,,,,,6.25,14,
7,774,Vegetables in their natural state: Cabbage,,,,,,0.75,1,,,,,0.75,1,
7,,"Celery: If imported and entered during the period from April 15 to July 31, inclusive, in any year",,,,,,0.5,1,,,,,0.5,1,
7,,Other,,,,,,1,1,,,,,1,1,
7,,"Cucumbers, if entered during the period from July 1 to August 31, inclusive, in any year",,,,,,1.5,1,,,,,1.5,1,
7,,Horseradish,,,,,,,,,,,,1.5,1,
7,,"Lettuce, if entered during the pe­riod from June 1 to October 31, inclusive, in any year",,,,,,1,1,,,,,1,1,
7,,Nspf: Carrots,,,,,,,,12.5,,,,,,12.5
7,,"Cauliflower: If entered during the period from June 5 to October 15, inclusive, in any year",,,,,,,,12.5,,,,,,12.5
7,,Other,,,,,,,,,,,,,,25
7,,Radishes,,,,,,,,12.5,,,,,,12.5
7,,Other,,,,,,,,25,,,,,,25
7,775,"Balls, hash (except corned-beef hash), pastes, puddings, and all similar forms, composed of vegetables, or of vegetables and fish or meat, or both, nspf",,,,,Geneva: soys beans ---17.5% ad val; different description,,,,,,25,,,25
7,,"Sauces of all kinds, nspf",,,,,,,,17.5,,,,,,17.5
7,,Sauerkraut,,,,,,,,12.5,,,,,,12.5
7,,"Soups, soup rolls, soup tablets or cubes, and other soup preparations, composed of vegetables, or of vegetables and fish or meat, or both, nspf",,,,,,,,,,,,,,17.5
7,,"Vegetables (including horseradish), pickled, or packed in salt or brine, and nspf: Onions, pickled, or packed in brine",,,,,,,,,,,17.5,,,12.5
7,,Other (except onions packed in salt),,,,,,,,,,,,,,17.5
7,776,"Chicory, crude: Endive",,,,,,0.75,1,,,,,0.75,1,
7,,Other,,,,,,1,1,,,,,1,1,
7,,"Chicory, ground or otherwise prepared",,,,,,2.5,1,,,,,2.5,1,
7,777.a,Chocolate and cocoa: Unsweetened,,,,,net weight ,1,1,,,,,0.75,1,
7,777.b,Sweetened: In bars or blocks weighing 10 pounds or more each,,,,,,1.5,1,,,,,1,1,
7,,"In any other form, whether or not prepared, valued per pound: 10 cents or more",,,,,,,,15,,,,,,10
7,,Under 10 cents,,,,,,,,,,,20,,,20
7,777.c,Cacao butter,,,,,,,,6.25,,,,,,6.25
7,779,Hay,,,,,,1.25,40,,,,,1.25,40,
7,,Straw,,,,,,0.5,40,,,,,0.5,40,
7,780,Hop extract,,,,,,,,,,,,1.2,3,
7,,Hops valued 50 cents or more per pound,,,,,,12,1,,,,,12,1,
7,,Lupulin,,,,,,75,1,,,,,75,1,
7,781,"Spices and spice seeds: Cassia, cassia buds, and cassia vera, ground",,,,,,3,1,,,,,3,1,
7,,"Cinnamon and cinnamon chips, ground",,,,,,3,1,,,,,3,1,
7,,"Cloves, ground",,,,,,3,1,,,,,3,1,
7,,"Clove stems, ground",,,,,,3,1,,,,,3,1,
7,,Curry and curry powder,,,,,,2,1,,,,,2,1,
7,,"Ginger root, not preserved or candied, ground",,,,,,2,1,,,,,2,1,
7,,"Mace: Bombay or wild, ground",,,,,,4,1,,,,,15,1,
7,,"Other than Bombay or wild, ground",,,,,,15,1,,,,,4,1,
7,,"Mustard, ground or prepared",,,,,,5,1,,,,,5,1,
7,,"Mustard seeds, whole",,,,,,1.25,1,,,,,0.875,1,
7,,"Nutmegs, ground",,,,,,3,1,,,,,3,1,
7,,"Pepper: Black or white, ground",,,,,,3,1,,,,,3,1,
7,,"Capsicum or red or cayenne, ground",,,,,,6,1,,,,,6,1,
7,,"Pimento (allspice), ground",,,,,,2,1,,,,,2,1,
7,,"Sage, ground",,,,,,3,1,,,,,3,1,
7,,"Mixed spices, and spices and spice seeds nspf (except onion powder), including all herbs or herb leaves in glass or other small packages, for culinary use",,,,,,,,12.5,,,12.5,,,12.5
7,782,"Teasels, not bleached, colored, dyed, painted, or chemically treated",,,,,,,,12.5,,,,,,12.5
7,783,Cotton having a staple in length: 1-1/8 or more but under 1-11/16 inches,,,,,,,,,,,,3.5,1,
7,,1-11/16 inches or more,,,,,,,,,,,,1.75,1,
8,802,Arrack,,,,,,,,,,,,2.5,38,
8,,Bitters of all kinds containing spirits,,,,,,2.5,38,,,,,2.5,38,
8,,"Provided, That whenever imported bitters are subject to a Federal tax on the alcoholic content measured in whole or in part by the rate of the internal Federal tax imposed in respect of the alcohol contained in the like domestic products, such bitters shall be dutiable at",,,,,,1.25,38,,,,,1.25,38,
8,,Brandy (including slivowitz),,,,,,1.25,38,,,,,1.25,38,
8,,"Cordials, liqueurs, kirschwasser, and ratafia",,,,,,1.25,38,,,,,1.25,38,
8,,Spirits manufactured or distilled from grain or other materials (except ethyl alcohol for beverage purposes): Aquavit and gin,,,,,Geneva: gin---1.25 dollars per proof gallon; Annecy Aquavit and Rum,,,,1.25,dollar per proof gal.,,1.25,38,
8,,Rum,,,,,,2.25,38,,1.75,dollar per proof gal.,,1.75,38,
8,,"Whisky: Irish, Irish type, Scotch, and Scotch type",,,,,,1.5,38,,,,,1.5,38,
8,,Other,,,,,,,,,,,,1.25,38,
8,,Other,,,,,,,,,,,,1.25,38,
8,803,Champagne and all other sparkling wines,,,,,,2,38,,,,,1.5,38,
8,804,"Still wines produced from grapes (not including vermuth): Containing not over 14% of absolute alcohol by volume, in containers holding each: Not over 1 gallon",,,,,,40,2,,,,,37.5,2,
8,,Over 1 gallon,,,,,,75,2,,,,,62.5,2,
8,,"Containing over 14% of absolute alcohol by volume, in containers holding each not over 1 gallon, if entitled under regulations of the United States Bureau of Internal Revenue to a type designation which includes the name ""Marsala"" and if so designated on the approved label",,,,,,,,,,,,62.5,2,
8,804,"Still wines not produced from grapes, including ginger wine or ginger cordial, and beverages nspf similar to any beverage specified in paragraph 804, Tariff Act of 1930 (not including rice wine or sake)",,,,,,62.5,2,,,,,62.5,2,
8,,"Vermuth, in containers holding each: Not over 1 gallon",,,,,,50,2,,31.25,2,,31.25,2,
8,,Over 1 gallon,,,,,,75,2,,62.5,2,,62.5,2,
8,805,"Ale, beer, porter, and stout",,,,,,25,2,,,,,12.5,2,
8,,"Provided; That whenever the foregoing products are not subject to a Federal tax measured in whole or in part by the rate of the internal Federal true imposed in respect of the like domestic products, the foregoing products shall be dutiable at",,,,,,12.5,2,,,,,25,2,
8,,Malt extract: Fluid,,,,,,,,,,,,50,2,
8,,Solid or condensed,,,,,,,,,,,,,,30
8,806.a,"Cherry juice, prune juice or prune wine, and all other fruit juices and fruit sirups, nspf, containing of alcohol: Under 0.5% (except naranjilla (solanum quitoense lam) juice and sirup)",,,,,,,,,,,,20,2,
8,,0.5% or more (except citrus-fruit juices),,,,,and in addition thereto $2.50 per proof gallon on the alco­hol contained there,,,,,,,35,2,
8,,"Grape juice, grape sirup, and similar products of the grape, by whatever name known, containing or capable of producing alcohol: Under 1%",,,,,,20,2,,,,,45,2,
